step,epoch,loss,avg_epoch_loss,lr,logit_scale,logit_bias,elapsed_s
73550,1,0.938982,2.11638,5.075e-05,48.3962,-0.486677,33805.8
73600,1,1.117205,2.115778,5.069e-05,48.4114,-0.486709,33828.4
73650,1,0.969948,2.115167,5.064e-05,48.4204,-0.486747,33851.0
73700,1,1.494297,2.114681,5.059e-05,48.3797,-0.486696,33873.7
73750,1,1.57165,2.114236,5.053e-05,48.3401,-0.486769,33896.4
73800,1,0.842258,2.11366,5.048e-05,48.3439,-0.486834,33919.0
73850,1,1.930173,2.112924,5.042e-05,48.4135,-0.48694,33941.7
73900,1,1.481685,2.112267,5.037e-05,48.4197,-0.486931,33964.3
73950,1,1.119883,2.111681,5.031e-05,48.4025,-0.487005,33986.9
74000,1,0.771725,2.111018,5.026e-05,48.4244,-0.487061,34009.5
74050,1,0.994356,2.110275,5.02e-05,48.4729,-0.487113,34035.9
74100,1,1.378707,2.109532,5.015e-05,48.5241,-0.48721,34058.4
74150,1,1.30614,2.108903,5.01e-05,48.5241,-0.487238,34081.1
74200,1,1.071175,2.108437,5.004e-05,48.4625,-0.487332,34103.7
74250,1,0.616924,2.107681,4.999e-05,48.5355,-0.487415,34126.5
74300,1,1.2877,2.107019,4.993e-05,48.5557,-0.487495,34149.0
74350,1,1.420973,2.106504,4.988e-05,48.5212,-0.487468,34171.7
74400,1,1.187467,2.106026,4.982e-05,48.4919,-0.487477,34194.3
74450,1,1.1251,2.105418,4.977e-05,48.5148,-0.487568,34217.0
74500,1,1.368057,2.104762,4.972e-05,48.5549,-0.487652,34239.8
74550,1,1.128374,2.104167,4.966e-05,48.5411,-0.487609,34262.4
74600,1,1.034756,2.103674,4.961e-05,48.5137,-0.487669,34285.0
74650,1,1.19471,2.102955,4.955e-05,48.5581,-0.487794,34307.7
74700,1,0.970136,2.102193,4.95e-05,48.6199,-0.487875,34330.5
74750,1,0.875652,2.101464,4.944e-05,48.6633,-0.487987,34353.2
74800,1,1.076495,2.100847,4.939e-05,48.6581,-0.488015,34375.9
74850,1,1.206583,2.100317,4.934e-05,48.6243,-0.488012,34398.5
74900,1,0.962791,2.09976,4.928e-05,48.616,-0.488069,34421.2
74950,1,0.954202,2.099082,4.923e-05,48.6499,-0.488181,34443.8
75000,1,1.235629,2.098447,4.917e-05,48.6589,-0.488192,34466.5
75050,1,0.719385,2.097816,4.912e-05,48.6729,-0.488283,34494.3
75100,1,1.357702,2.097152,4.906e-05,48.6914,-0.488342,34516.8
75150,1,1.563522,2.096446,4.901e-05,48.7177,-0.488356,34539.3
75200,1,1.049134,2.095804,4.895e-05,48.7287,-0.488399,34561.9
75250,1,1.077611,2.095224,4.89e-05,48.7131,-0.488464,34584.4
75300,1,1.416291,2.094675,4.885e-05,48.6961,-0.488473,34607.0
75350,1,0.875957,2.094019,4.879e-05,48.7346,-0.488573,34629.5
75400,1,1.119253,2.093323,4.874e-05,48.79,-0.488635,34652.1
75450,1,1.118036,2.092647,4.868e-05,48.8295,-0.488781,34674.6
75500,1,0.885684,2.09194,4.863e-05,48.899,-0.488923,34697.3
75550,1,1.247643,2.09125,4.857e-05,48.9458,-0.489025,34719.9
75600,1,0.799245,2.090614,4.852e-05,48.9511,-0.489049,34742.6
75650,1,0.958328,2.089941,4.847e-05,48.9649,-0.489103,34765.3
75700,1,1.431812,2.089337,4.841e-05,48.9605,-0.489124,34787.9
75750,1,1.34539,2.088829,4.836e-05,48.9268,-0.489106,34810.5
75800,1,0.966531,2.088253,4.83e-05,48.9302,-0.489117,34833.1
75850,1,1.090618,2.087694,4.825e-05,48.921,-0.48919,34855.8
75900,1,0.947581,2.087037,4.819e-05,48.9596,-0.489313,34878.4
75950,1,0.552417,2.086258,4.814e-05,49.0345,-0.489457,34901.1
76000,1,1.788659,2.085632,4.809e-05,49.0409,-0.489475,34923.7
76050,1,0.617038,2.085002,4.803e-05,49.0356,-0.489567,34951.0
76100,1,0.680256,2.084236,4.798e-05,49.099,-0.489676,34973.7
76150,1,1.044117,2.083508,4.792e-05,49.1385,-0.489695,34996.3
76200,1,1.234176,2.082894,4.787e-05,49.1221,-0.489742,35019.1
76250,1,0.886235,2.08217,4.781e-05,49.1759,-0.489854,35041.8
76300,1,1.37725,2.081485,4.776e-05,49.2071,-0.489908,35064.5
76350,1,0.73772,2.080743,4.771e-05,49.2562,-0.490061,35087.2
76400,1,1.028006,2.079992,4.765e-05,49.3255,-0.490151,35109.8
76450,1,1.078907,2.079333,4.76e-05,49.3358,-0.490206,35132.5
76500,1,1.532006,2.078834,4.754e-05,49.2811,-0.490213,35155.2
76550,1,1.09623,2.078314,4.749e-05,49.2566,-0.490218,35177.9
76600,1,1.605947,2.077668,4.743e-05,49.2783,-0.490312,35200.6
76650,1,1.612429,2.07705,4.738e-05,49.2811,-0.49026,35223.3
76700,1,1.181314,2.076526,4.733e-05,49.2564,-0.490286,35245.9
76750,1,0.976794,2.076017,4.727e-05,49.2311,-0.49034,35268.6
76800,1,1.414374,2.075399,4.722e-05,49.2542,-0.490358,35291.2
76850,1,1.049953,2.07475,4.716e-05,49.2702,-0.490406,35313.7
76900,1,0.993326,2.074043,4.711e-05,49.3148,-0.490503,35336.3
76950,1,0.679373,2.073319,4.705e-05,49.3708,-0.490626,35359.0
77000,1,1.118535,2.072629,4.7e-05,49.4007,-0.490674,35381.7
77050,1,0.986642,2.071941,4.695e-05,49.4234,-0.490735,35409.1
77100,1,1.198576,2.071242,4.689e-05,49.455,-0.49081,35431.8
77150,1,0.918771,2.070447,4.684e-05,49.5221,-0.490892,35454.3
77200,1,1.273292,2.069965,4.678e-05,49.4482,-0.490849,35476.9
77250,1,1.001368,2.069308,4.673e-05,49.4785,-0.491024,35499.5
77300,1,0.599479,2.068644,4.667e-05,49.5073,-0.491115,35522.4
77350,1,1.043021,2.068092,4.662e-05,49.4838,-0.491078,35545.0
77400,1,1.155228,2.067619,4.657e-05,49.4455,-0.491054,35567.6
77450,1,1.256511,2.067113,4.651e-05,49.4261,-0.491079,35590.3
77500,1,0.961624,2.066548,4.646e-05,49.4289,-0.491073,35613.0
77550,1,0.996258,2.065883,4.64e-05,49.4764,-0.491168,35635.6
77600,1,0.890548,2.065199,4.635e-05,49.532,-0.491268,35658.3
77650,1,1.303551,2.064601,4.629e-05,49.5461,-0.491341,35680.9
77700,1,1.03666,2.06411,4.624e-05,49.5037,-0.491354,35703.7
77750,1,0.967381,2.063613,4.619e-05,49.4801,-0.491377,35726.4
77800,1,1.447021,2.062966,4.613e-05,49.5168,-0.491433,35749.1
77850,1,1.044342,2.06222,4.608e-05,49.5696,-0.491508,35771.7
77900,1,0.87529,2.061487,4.602e-05,49.6203,-0.491604,35794.2
77950,1,1.496816,2.06083,4.597e-05,49.6441,-0.491645,35816.9
78000,1,0.890342,2.060179,4.591e-05,49.663,-0.491757,35839.6
78050,1,1.296039,2.059547,4.586e-05,49.6886,-0.491773,35866.4
78100,1,1.28913,2.058943,4.581e-05,49.6868,-0.491808,35889.3
78150,1,1.005003,2.058343,4.575e-05,49.6901,-0.491885,35911.9
78200,1,0.610316,2.057545,4.57e-05,49.7873,-0.492122,35934.6
